isbn13,title,authors,categories,average_rating,ratings_count,weighted_rating
9780140178975,Essays,Michel de Montaigne,Literary Collections,4.23,1121.0,3.9799660477167578
9780340829776,The Waste Lands,Stephen King,Adventure fiction,4.24,1073.0,3.9797860895055996
9780060929879,Brave New World,Aldous Huxley,Fiction,3.98,1173739.0,3.979762241351772
9780064409902,Old Town in the Green Groves,Cynthia Rylant;Jim LaMarche,Juvenile Fiction,4.04,4631.0,3.9797523076893846
9780826406736,Art of Being,Erich Fromm,Philosophy,4.1,2320.0,3.97974840826018
9780385424707,Texas! Trilogy,Sandra Brown,Fiction,4.28,928.0,3.9796978081948984
9780679431367,The Sword of Honour Trilogy,Evelyn Waugh,Fiction,4.24,1068.0,3.979601834656604
9780285648111,Memoirs,Pablo Neruda,"Poets, Chilean",4.21,1205.0,3.9795357836931124
9780399147319,Three Complete Novels,Nora Roberts,Fiction,4.4,660.0,3.979505272606462
9780349113913,Me Talk Pretty One Day,David Sedaris,Education,3.98,546269.0,3.979492104439456
9780968394731,The Wealthy Barber,David Barr Chilton,"Finance, Personal",4.02,6837.0,3.979453514543282
9781585421770,In Search of Captain Zero,Alan C. Weisbecker,Biography & Autobiography,4.15,1625.0,3.9794432389287495
9781582293080,Shoofly Pie,Tim Downs,Fiction,4.18,1381.0,3.979418036406271
9780060930059,You Can't Go Home Again,Thomas Wolfe,Fiction,4.05,3922.0,3.9793997584497562
9780006490456,Witness for the Prosecution & Selected Plays,Agatha Christie,English drama,4.05,3908.0,3.9792999323286393
9780143037576,Fear and Trembling,Søren Kierkegaard,Philosophy,4.0,13333.0,3.979284313044121
9781904233190,To the Blight,Robert Jordan,Children's stories,4.23,1101.0,3.9792611558612885
9780684813219,Achilles in Vietnam,Jonathan Shay,Psychology,4.24,1057.0,3.979195554053962
9780553053401,A Brief History of Time,Stephen Hawking,Cosmology,4.16,1524.0,3.9791790155933278
9781400078394,Learned Optimism,Martin E. P. Seligman,Psychology,4.0,13231.0,3.9791743997799105
9780618711659,Extremely Loud and Incredibly Close,Jonathan Safran Foer,Fiction,3.98,325230.0,3.979153164685658
9780385339704,The Pelican Brief,John Grisham,Fiction,3.98,323142.0,3.9791477924499703
9780674824263,Sources of the Self,Charles Taylor,Philosophy,4.19,1303.0,3.9790595792316523
9780552998819,Sure of You,Armistead Maupin,City and town life,4.03,5370.0,3.978944708157345
9780822210894,A Streetcar Named Desire,Tennessee Williams,Drama,3.98,229601.0,3.9788094295805987
9780142437308,The Power and the Glory,Graham Greene,Fiction,3.99,24309.0,3.9787657172311937
9780060747480,Airs Above the Ground,Mary Stewart,Fiction,4.04,4458.0,3.9787550249940384
9780060504083,Small Wonder,Barbara Kingsolver,Literary Collections,4.01,8738.0,3.978754243867217
9780684854465,Mad Cowboy,Howard F. Lyman;Glen Merzer,Health & Fitness,4.13,1804.0,3.97873140594042
9780618485222,The Namesake,Jhumpa Lahiri,Fiction,3.98,203953.0,3.978663984019571
9781416500186,The Good Earth,Pearl S. Buck;Stephanie Reents,Fiction,3.98,195372.0,3.9786070508936815
9780425099995,The Psychology of Winning,Denis Waitley,Psychology,4.2,1229.0,3.978599945303603
9780374525071,The Lost Lunar Baedeker,Mina Loy,Poetry,4.17,1420.0,3.9785577789726427
9780451207357,The Love You Make,Peter Brown;Steven S. Gaines,Biography & Autobiography,4.09,2438.0,3.978539772272076
9781840237870,American Splendor Presents Bob and Harv's Comics,Harvey Pekar;Robert Crumb,Graphic novels,4.02,6520.0,3.978426344472375
9780099428640,The Trial,Franz Kafka,Fiction,3.98,158037.0,3.97829000111241
9780671708634,The Seven Habits of Highly Effective People,Stephen R. Covey,Business & Economics,4.09,2419.0,3.9782880269807652
9780439574280,The Adventures of Sherlock Holmes,Sir Arthur Conan Doyle;Eoin Colfer,Juvenile Fiction,4.31,811.0,3.978109777707895
9780876851388,Mockingbird Wish Me Luck,Charles Bukowski,Fiction,4.13,1769.0,3.978049335562362
9780743482776,Twelfth Night,William Shakespeare,Drama,3.98,133832.0,3.977993985027518
9780767921961,It's Called a Breakup Because It's Broken,Greg Behrendt;Amiira Ruotola-Behrendt,Self-Help,4.01,8388.0,3.9779938082551203
9781579126230,Murder on the Orient Express,Agatha Christie,Fiction,4.16,1475.0,3.9779926294605756
9780679756767,When I was Puerto Rican,Esmeralda Santiago,Biography & Autobiography,4.01,8289.0,3.9777719515460754
9780439651394,The Stowaway Solution,Gordon Korman,Juvenile Fiction,4.11,2006.0,3.977535825854792
9780140159943,Beyond the Hundredth Meridian,Wallace Stegner,Biography & Autobiography,4.07,2870.0,3.9774962293705975
9780345457370,The Bonesetter's Daughter,Amy Tan,Fiction,3.98,105432.0,3.977482693150511
9780099478423,The Heart of the Matter,Graham Greene,Fiction,3.99,21116.0,3.9774425133476194
9780307001467,75 Years of Little Golden Books: 1942-2017,Margaret Wise Brown;Ruth Krauss;Richard Scarry;Dennis R. Shealy;Kathryn Jackson;Byron Jackson;Janette Sebring Lowrey;Gertrude Crampton;Jane Werner Watson,Animals,4.23,1047.0,3.977337943250445
9780156260275,The Diary of Anaïs Nin: 1939-1944,Anaïs Nin,"Authors, American",4.17,1373.0,3.977336291188725
9780763631208,A Christmas Carol,Charles Dickens,Juvenile Fiction,4.04,4201.0,3.977211021406081
9780425198001,Odds Against,Dick Francis,Fiction,4.05,3613.0,3.9771287916688554
9780141314570,The Outsiders,S. E. Hinton,Alienation (Social psychology),4.08,2559.0,3.977124552599485
9780394751221,The history of sexuality,Michel Foucault,Philosophy,4.07,2827.0,3.977045260051466
9780671877668,The Ship Avenged,S. M. Stirling,Fiction,4.06,3155.0,3.976929298496318
9781573227162,Caucasia,Danzy Senna,Fiction,4.02,5991.0,3.976591230570869
9780618084746,The Heart is a Lonely Hunter,Carson McCullers,Fiction,3.98,75018.0,3.9765376223051603
9780099276494,The Risk Pool,Richard Russo,Families,4.03,4856.0,3.9765258847357146
9780674008205,This Craft of Verse,Jorge Luis Borges;Calin Andrei Mihailescu,Literary Criticism,4.31,778.0,3.9764922953618522
9780006496878,Mystical Paths,Susan Howatch,English fiction,4.23,1023.0,3.9764736796677633
9780553295009,Texas! Sage,Sandra Brown,Fiction,4.02,5949.0,3.976438565175653
9780451173317,The Waste Lands,Stephen King,Fiction,4.24,983.0,3.9764290922729177
9781570623950,Lao Tzu,Lao-tzu;Ursula K. Le Guin;Jerome P. Seaton,Philosophy,4.32,754.0,3.9764234991987766
9780439405584,The Journey,Kathryn Lasky,Juvenile Fiction,4.0,10946.0,3.9763651551850847
9780345453860,Shadow Dance,Julie Garwood,Fiction,4.0,10943.0,3.976360968630538
9780520229136,Infections and Inequalities,Paul Farmer,Medical,4.08,2474.0,3.976091819063916
9780375708213,The Working Poor,David K. Shipler,Social Science,4.03,4752.0,3.9760083250709792
9780681403222,The More Than Complete Hitchhiker's Guide,Douglas Adams,Fiction,4.58,424.0,3.975934154812255
9780007105045,Tree and Leaf,John Ronald Reuel Tolkien,Literary Collections,4.09,2245.0,3.9759285594597085
9780140437508,Three Men in a Boat,Jerome Klapka Jerome,Fiction,4.09,2243.0,3.9759008596107384
9780679406839,Gift from the Sea,,Biography & Autobiography,4.17,1314.0,3.9757806910902107
9780521313254,Tolstoy: Anna Karenina,Anthony Thorlby,Literary Criticism,4.19,1191.0,3.975771090227782
9780399153730,White Lies,Jayne Ann Krentz,Fiction,4.01,7437.0,3.975727440291055
9780060088743,A Year in the Life of William Shakespeare,James Shapiro,Biography & Autobiography,4.09,2229.0,3.97570658335236
9780330301756,The Island of Adventure,Enid Blyton,Abandoned mines,4.06,3020.0,3.9756850697549653
9780970998712,Dark Rivers of the Heart/Intensity/Sole Survivor,Dean Koontz,Fiction,4.41,586.0,3.9756664444988323
9780786943333,Dragons of the Highlord Skies,Margaret Weis;Tracy Hickman,Dragons,4.05,3422.0,3.9756505090113317
9781416503590,If You Dare,Kresley Cole,Fiction,4.0,10409.0,3.9755913642926393
9780345481337,A Dangerous Man,Charlie Huston,Fiction,4.07,2681.0,3.9754806991923157
9780060575816,Sabriel (adult),Garth Nix,Fiction,4.17,1296.0,3.975301087899159
9780872864757,A Power Governments Cannot Suppress,Howard Zinn,History,4.27,854.0,3.975205148777822
9780743243827,Will You Miss Me When I'm Gone?,Mark Zwonitzer;Charles Hirshberg,Biography & Autobiography,4.27,854.0,3.975205148777822
9780156659758,The Nonexistent Knight & The Cloven Viscount,Italo Calvino,Fiction,4.03,4585.0,3.9751559525411997
9780385023511,The Complete Poetry of John Milton,"John Milton (Dichter, Grossbritannien)",,4.05,3355.0,3.975117637522418
9781565847040,Dr. Seuss Goes to War,Richard H. Minear;Dr. Seuss,History,4.18,1225.0,3.975083081767595
9780060566104,Built to Last,Jim Collins;Jerry I. Porras,Business & Economics,3.98,49529.0,3.974948123589533
9780451410542,River of Ruin,Jack Du Brul,Fiction,4.19,1162.0,3.974902827290303
9780807847237,"The Creation of the American Republic, 1776-1787",Gordon S. Wood,Political science,4.12,1722.0,3.974891734547674
9780553275865,Narcissus and Goldmund,Hermann Hesse,Fiction,4.2,1107.0,3.974795740286461
9780679762690,Encore Provence,Peter Mayle,Travel,4.0,9805.0,3.9746581713144775
9780226307800,Euripides I,Euripides,Greek drama (Tragedy),4.03,4482.0,3.9746166874269298
9780689834196,Salt in His Shoes,Deloris Jordan;Roslyn M. Jordan,Juvenile Nonfiction,4.21,1054.0,3.974597673556202
9781880685358,Harrington on Hold 'em,Dan Harrington;Bill Robertie,Games & Activities,4.15,1413.0,3.974561141599182
9780679641049,"Blood Meridian, Or, The Evening Redness in the West",Cormac McCarthy,Fiction,4.18,1206.0,3.9745422724546224
9780743235655,Shout!,Philip Norman,Biography & Autobiography,4.03,4452.0,3.974457619967827
9780936197449,"Yes, Your Teen Is Crazy!",Michael J. Bradley,Family & Relationships,4.3,759.0,3.974429775995993
9780312203856,"James Tiptree, Jr.",Julie Phillips,Biography & Autobiography,4.24,929.0,3.9743729936030836
9780439847797,The Rescue,Gordon Korman,Juvenile Fiction,4.11,1818.0,3.9743476978676835
9780679760238,In Pharaoh's Army,Tobias Wolff,Biography & Autobiography,4.08,2329.0,3.9742814088700706
9780520024274,The Pound Era,Hugh Kenner,Literary Criticism,4.39,591.0,3.974201079085536
9780440419679,Tucket's Travels,Gary Paulsen,Juvenile Fiction,4.43,538.0,3.974121868703379
9780743244589,Chronicles,Bob Dylan,Biography & Autobiography,3.98,40505.0,3.973967696740607
9780060753108,Beauty,Robin McKinley,Juvenile Fiction,4.05,3203.0,3.973879946170335
9780805078985,Messenger of Truth,Jacqueline Winspear,Fiction,3.99,15111.0,3.9738694080561476
9780449904961,Indian Givers,J. McIver Weatherford,History,4.12,1668.0,3.9738689450114464
9780465081431,Applied Economics,Thomas Sowell,Business & Economics,4.14,1466.0,3.9738423373621936
9780393061635,The Making of the Fittest,Sean B. Carroll,Science,4.07,2532.0,3.9738287387430216
9780060837334,The Last Days of Henry VIII,Robert Hutchinson,Biography & Autobiography,4.14,1460.0,3.9737085774620393
9780375760815,Savage Beauty,Nancy Milford,Biography & Autobiography,4.01,6672.0,3.973657326540648
9780141439969,Little Dorrit,Charles Dickens,Fiction,3.98,38158.0,3.973647030491072
9780192836380,La Dame Aux Camélias,Alexandre Dumas;David Coward,Fiction,3.99,14702.0,3.9735506193435186
9780811201124,Henry Miller on Writing,Henry Miller,Literary Criticism,4.23,937.0,3.973327579087182
9780143039501,The Complete Novels,Jane Austen,Fiction,4.55,417.0,3.9733229522981075
9780330419581,Marching Powder,Rusty Young,Cocaine industry,4.25,869.0,3.97331683558147
9780385495172,The Mating Mind,Geoffrey Miller,Psychology,4.09,2057.0,3.973264613517461
9780060792800,Into a Dark Realm,Raymond E. Feist,Fiction,4.0,8974.0,3.9732511620350395
9780064407144,Down to the Bonny Glen,Melissa Wiley,Juvenile Fiction,4.14,1438.0,3.973216276530724
9780142437285,The Portable Faulkner,William Faulkner,Literary Collections,4.29,755.0,3.9731179868808866
9780451194862,Wizard and Glass,,Fiction,4.25,864.0,3.9731150905930135
9780345461674,Judas Unchained,Peter F. Hamilton,Fiction,4.31,707.0,3.972958241105771
9780553581355,War of the Rats,David L. Robbins,Fiction,4.11,1731.0,3.972819814864737
9780375714634,Peanuts,Charles M. Schulz,Art,4.38,583.0,3.972808736737342
9780140449082,The Histories,Herodotus,History,3.98,32923.0,3.9727924313100296
9780140448153,Early Greek Philosophy,Jonathan Barnes,Philosophy,4.09,2022.0,3.9727548679041753
9780062507549,Owning Your Own Shadow,Robert A. Johnson,Self-Help,4.07,2432.0,3.972687273964446
9780330301749,The Circus of Adventure,Enid Blyton,Juvenile Fiction,4.1,1856.0,3.9726398643142904
9781400031368,Morality for Beautiful Girls,Alexander McCall Smith,Fiction,3.98,32047.0,3.9726264536896827
9780971500747,Transcending the Levels of Consciousness,David R. Hawkins,Religion,4.53,423.0,3.9725436906244216
9781565840393,Japan at War,Haruko Taya Cook;Theodore F. Cook,History,4.32,677.0,3.972457322434533
9781579126292,A Murder is Announced,Agatha Christie,Fiction,3.98,31050.0,3.972427998487415
9781421506425,Hikaru no Go,Yumi Hotta,Comics & Graphic Novels,4.22,949.0,3.9724042572608225
9780743480710,Underworld,Greg Cox;Danny McBride,Fiction,4.09,1988.0,3.972255405477706
9780060278427,Laura's Album,William Anderson,Juvenile Nonfiction,4.3,713.0,3.9721966009273357
9780449001134,In the Beginning,Chaim Potok,Fiction,4.08,2168.0,3.9721958590864075
9781577312093,The Inner Reaches of Outer Space,Joseph Campbell,Religion,4.22,943.0,3.972190081812066
9780684804453,The Short Stories of F. Scott Fitzgerald,F. Scott Fitzgerald,Fiction,4.23,903.0,3.972062128688627
9780395680926,Morgoth's Ring: The legends of Aman,John Ronald Reuel Tolkien,Fiction,4.12,1573.0,3.972034158925352
9780940450097,"Redburn, White-Jacket, Moby-Dick",Herman Melville,,4.2,1014.0,3.971806836486345
9780440241058,Slightly Wicked,Mary Balogh,Fiction,4.0,8070.0,3.9715317195505264
9780595321803,The Changeling,Zilpha Keatley Snyder,Juvenile Fiction,4.17,1155.0,3.9714606309193083
9781581348132,The Legacy of Sovereign Joy,John Piper,Religion,4.26,794.0,3.971429290945367
9780684852225,Close Range,Annie Proulx,Fiction,3.99,12219.0,3.9713079633196857
9780393974294,The Norton Anthology of Theory and Criticism,Vincent B. Leitch,Literary Criticism,4.13,1438.0,3.9712812050420783
9781581342475,The Hidden Smile of God,John Piper,Religion,4.33,636.0,3.9712672557180593
9780872861909,Erotism,Georges Bataille,Philosophy,4.1,1749.0,3.9708797126118305
9780007175222,Oh Say Can You Say?,Dr. Seuss,Children's stories,4.01,5726.0,3.9707236772804526
9780425187715,The Magical Worlds of the Lord of the Rings,David Colbert,Fiction,4.08,2053.0,3.970655082177281
9781582294018,Chop Shop,Tim Downs,Fiction,4.22,899.0,3.9706080677527575
9780747266686,Neverwhere,Neil Gaiman,Businessmen,4.18,1067.0,3.970497284794298
9780812969702,A War Like No Other,Victor Davis Hanson,History,4.11,1601.0,3.970471535038871
9780140156041,Libra,Don DeLillo,Fiction,3.99,11361.0,3.9703838226929395
9780812695311,Buffy the Vampire Slayer and Philosophy,James B. South,Performing Arts,4.06,2475.0,3.970258725825164
9781401301958,Jamie's Italy,Jamie Oliver,Cooking,4.0,7463.0,3.970247539616828
9781857442021,The Life and Games of Mikhail Tal,Mihails Tāls,Biography & Autobiography,4.51,411.0,3.9702156310214223
9781400044870,Imperial Life in the Emerald City,Rajiv Chandrasekaran,History,4.02,4455.0,3.970209695879113
9780192833761,Complete Shorter Fiction,Oscar Wilde,Fiction,4.16,1167.0,3.9701635354867415
9780811214001,Everything and Nothing,Jorge Luis Borges,Literary Collections,4.37,554.0,3.9701589911747597
9780060975005,Gold Bug Variations,Richard Powers,Fiction,4.13,1383.0,3.9700977400398503
9780802136688,This boy's life,Tobias Wolff,Biography & Autobiography,3.98,22157.0,3.9700359128238274
9780142004456,Voice of the Violin,Andrea Camilleri,Fiction,4.03,3669.0,3.9699566306987446
9780143037484,Rounding the Mark,Andrea Camilleri,Fiction,4.06,2445.0,3.9699396740993627
9780060955427,The Autobiography of Mark Twain,Charles Neider,Biography & Autobiography,4.05,2746.0,3.969899414133815
9780679854340,Theater Shoes,Noel Streatfeild,Juvenile Fiction,4.02,4388.0,3.9698883520740704
9780156260381,The Diary of Virginia Woolf: 1925-1930,Virginia Woolf,Biography & Autobiography,4.43,477.0,3.9698239565656572
9781416520863,Oath of Swords,David Weber,Fiction,4.01,5453.0,3.9697869131784596
9781893007161,Alcoholics Anonymous,Anonymous,Self-Help,4.44,466.0,3.969761730072213
9780060934910,Kitchen Confidential,Anthony Bourdain,Biography & Autobiography,4.06,2428.0,3.9697578690775055
9780393311037,Hen's Teeth and Horse's Toes,Stephen Jay Gould,Nature,4.1,1680.0,3.9697186270444655
9780972393614,Ultimate Unofficial Guide to the Mysteries of Harry Potter,Galadriel Waters;Astre Mithrandir,Literary Criticism,4.05,2725.0,3.9697064726256928
9780671553043,Life Support,Tess Gerritsen,Fiction,3.99,10757.0,3.9696764797521795
9780066236179,A Light in the Attic Book and CD,Shel Silverstein,Juvenile Nonfiction,4.34,590.0,3.969656849575657
9780967469782,The Buddha in Your Mirror,Woody Hochswender;Greg Martin;Ted Morino,Religion,4.28,704.0,3.969653731750934
9780452156616,Sleeping Beauty Novels,A.N. Roquelaure,Fiction,3.99,10728.0,3.969641232262477
9780156027786,The Common Reader,Virginia Woolf,Literary Collections,4.17,1090.0,3.969638718804072
9781860465024,The Year of the Death of Ricardo Reis,José Saramago,Fiction,4.03,3618.0,3.9696380236669473
9780425199930,Break in,Dick Francis,Fiction,4.03,3608.0,3.9695751547943177
9780886777999,This Alien Shore,C. S. Friedman,Fiction,4.04,3068.0,3.969360017102381
9780451219244,Promise Me,Harlan Coben,Fiction,3.98,20365.0,3.969358491363006
9780312319731,Dominion,Matthew Scully,Nature,4.16,1131.0,3.969204260795023
9780375415036,Essays,George Orwell,Literary Collections,4.33,598.0,3.969199082870312
9780486406640,The Wit and Wisdom of Mark Twain,Mark Twain,Literary Criticism,4.2,934.0,3.969171526214435
9780395809990,The Riverside Milton,John Milton,Literary Collections,4.26,740.0,3.969114982359031
9780385339698,The Runaway Jury,John Grisham,Fiction,3.97,239779.0,3.9691025876801347
9781401211349,How to Talk So Teens Will Listen & Listen So Teens Will Talk,Adele Faber,Communication in families,4.11,1522.0,3.969004817533541
9781590302255,The Art of War,Sun-Tzu;Sunzi,Philosophy,3.97,214954.0,3.969001757002945
9781933440170,Finder Series,Ayano Yamane,Gay men,4.35,562.0,3.968932299297349
9780141184296,Rhinoceros,Eugène Ionesco,French drama,4.01,5209.0,3.9689110183194396
9781841581224,"The Nightmare Years, 1930-1940",William L. Shirer,History,4.23,817.0,3.9688048830760905
9781414306346,Looking for God in Harry Potter,John Granger,Literary Criticism,4.13,1321.0,3.9687423119211047
9780743499484,The Dead Yard,Adrian McKinty,Fiction,4.12,1408.0,3.9687354777867174
9780718132385,Banker,Dick Francis,Fiction,4.04,2984.0,3.968699039791578
9780312865764,"The Demon Princes, Vol. 2",Jack Vance,Fiction,4.3,641.0,3.9686390255068686
9780142302330,A Robin McKinley Collection,Robin McKinley,Juvenile Fiction,4.39,504.0,3.9686334149015265
9780099410355,Traitor,Matthew Woodring Stover,Science fiction,4.0,6765.0,3.968619791505022
9781581348095,Suffering and the Sovereignty of God,John Piper;Justin Taylor,Religion,4.31,621.0,3.968575946625686
9780792273639,In Focus,National Geographic Society (U.S.),Photography,4.25,753.0,3.968559341110831
9780143039105,Complete Short Stories,Graham Greene,Fiction,4.16,1106.0,3.968532373837933
9780316919890,A Supposedly Fun Thing I'll Never Do Again,David Foster Wallace,Humor,4.27,702.0,3.968512520812358
9780142407578,Heat,Mike Lupica,Juvenile Fiction,3.98,18422.0,3.9685116251100823
9780865476066,Suburban Nation,Andres Duany;Elizabeth Plater-Zyberk;Jeff Speck,Architecture,4.08,1898.0,3.968507328366095
9781933110332,A Matter of Trust,Radclyffe,Fiction,4.2,910.0,3.968369022557338
9780961472825,Graphic Storytelling,Will Eisner,Literary Criticism,4.09,1730.0,3.968322073604887
9780060921088,Declarations of Independence,Howard Zinn,Political science,4.26,720.0,3.9682483826714248
9780802831620,Jesus and the Eyewitnesses,Richard Bauckham,Religion,4.3,632.0,3.9681888917352466
9780385315173,A Day in the Life,Mark Hertsgaard,Music,4.16,1093.0,3.968181119064236
9780743477369,Dracula,Bram Stoker,Fiction,3.99,9584.0,3.9681460755248157
9780375806704,The Phantom Tollbooth,Norton Juster,Fantasy fiction,4.21,866.0,3.9681457090744536
9780140041798,Switch Bitch,Roald Dahl,Fiction,4.0,6575.0,3.968145402499866
9780006496892,Glittering Images,Susan Howatch,English fiction,4.07,2045.0,3.9680021714886875
9780752852614,Red Harvest,Dashiell Hammett,Continental Op (Fictitious character),3.98,17297.0,3.9679566966850484
9780590254762,"The lion, the witch and the wardrobe",Clive Staples Lewis,Fantasy,4.21,860.0,3.967933966361791
9780060921712,The Complete Stories,Zora Neale Hurston,Fiction,4.25,735.0,3.9678064065647
9780739423851,Wizard's Castle,Diana Wynne Jones,Fantasy,4.44,439.0,3.9677878588315045
9780142302279,Dirty Beasts,Roald Dahl,Juvenile Nonfiction,4.02,3953.0,3.967696715341857
9780451411181,Deep Fire Rising,Jack Du Brul,Fiction,4.17,1021.0,3.9676677413791843
9780061020704,The Light Fantastic,Terry Pratchett,Fiction,3.97,86465.0,3.9676145011934465
9781591165835,Vagabond,Takehiko Inoue,Comics & Graphic Novels,4.41,465.0,3.9675288901744192
9780140449174,Anna Karenina,Leo Tolstoy;Richard Pevear,Fiction,4.04,2835.0,3.9674956480581027
9780060920647,Three by Annie Dillard,Annie Dillard,Fiction,4.34,550.0,3.967392878916279
9780373802135,Elphame's Choice,P. C. Cast,Fiction,4.02,3894.0,3.967384606940144
9780743297301,The SPEED of Trust,Stephen R. Covey;Rebecca R. Merrill,Business & Economics,3.98,16043.0,3.9672713576479186
9780006483014,The Once and Future King,Terence Hanbury White,Arthurian romances,4.04,2805.0,3.9672484249673445
9780345418777,Mostly Harmless,Douglas Adams,Fiction,3.97,72235.0,3.967180570381786
9780330351829,A Second Chance at Eden,Peter F. Hamilton,Science fiction,4.02,3844.0,3.967117177561711
9780385489515,Sister of My Heart,Chitra Banerjee Divakaruni,Fiction,3.98,15648.0,3.967039032170921
9781598160116,LOVE MODE Volume 2: (Yaoi),Yuki Shimizu,Comics & Graphic Novels,4.24,742.0,3.966998026052328
9780307264893,The Name of the Rose,Umberto Eco,Fiction,4.12,1323.0,3.9669780905476086
9780375724954,Stranger in the Forest,Eric Hansen,Travel,4.1,1521.0,3.966961899719725
9780140449518,The Birds and Other Plays,Aristophanes;David Barrett;Alan H. Sommerstein,Drama,4.13,1241.0,3.9669590427437456
9780439087308,10 Things I Hate about You,David Levithan;Karen McCullah Lutz;Kirsten Smith,Dating (Social customs),4.11,1414.0,3.966949064088419
9780060519131,Savannah Blues,Mary Kay Andrews,Fiction,3.98,15417.0,3.966899193375553
9780886774448,The Madness Season,C. S. Friedman,Fiction,4.05,2428.0,3.966874686652094
9781598161991,Tramps Like Us,Yayoi Ogawa,Comics & Graphic Novels,4.38,488.0,3.9668402630617465
9780943015538,זן ואומנות האושר,Chris Prentiss,Philosophy,4.04,2746.0,3.9667572680686494
9781598160147,LOVE MODE Volume 5: (Yaoi),Yuki Shimizu,Comics & Graphic Novels,4.32,569.0,3.9667375450446025
9780679763970,Corelli's Mandolin,Louis De Bernières,Fiction,3.97,61387.0,3.966726651429298
9780143034605,Excursion to Tindari,Andrea Camilleri,Fiction,4.03,3174.0,3.966714495074198
9780553588262,Forever Odd,Dean Ray Koontz,Fiction,3.97,59417.0,3.966628066013644
9780791059296,Ray Bradbury's Fahrenheit 451,Harold Bloom,Juvenile Nonfiction,4.18,938.0,3.9665981540081434
9780684846316,The Wheel of Life,Elisabeth Kübler-Ross,Biography & Autobiography,4.16,1035.0,3.966598151028911
9780756400613,The Serpent's Shadow,Mercedes Lackey,Fiction,3.99,8533.0,3.966564905255585
9780811213769,In Search of Duende,Federico García Lorca;Norman Thomas Di Giovanni,Poetry,4.3,599.0,3.966527885770252
9780375727382,"Salonica, City of Ghosts",Mark Mazower,History,4.25,703.0,3.9664578614850017
9780140115857,Moon Palace,Paul Auster,Fiction,3.98,14594.0,3.966375472924696
9781590171240,An Episode of Sparrows,Rumer Godden,Juvenile Fiction,4.2,851.0,3.966372276724103
9780375839375,Mayflower Treasure Hunt,Ron Roy,Juvenile Fiction,4.18,926.0,3.9662280528914176
9780670044368,Vinyl Cafe Diaries,Stuart McLean,Canada,4.19,883.0,3.96617537974462
9780061059476,Cat in the Dark,Shirley Rousseau Murphy,Fiction,4.25,696.0,3.966161147358664
9780802789471,Once Upon a Cool Motorcycle Dude,Kevin O'Malley,Juvenile Fiction,4.08,1730.0,3.9660820839632205
9780802141248,Charlie Wilson's War,George Crile,History,4.0,5803.0,3.9660606934380795
9780553583175,A Fearsome Doubt,Charles Todd,Fiction,4.04,2656.0,3.9659951388812837
9780679745570,The grass harp,Truman Capote,Fiction,4.01,4451.0,3.965928951812619
9780375707490,Lives of Girls and Women,Alice Munro,Fiction,3.99,8085.0,3.9658191504603875
9781594489426,Grace (eventually),Anne Lamott,Religion,3.98,13718.0,3.9657699767883283
9780231073370,The Pillow Book of Sei Sh?nagon,Sei Shōnagon,Literary Collections,4.02,3577.0,3.9656418019350532
9780553584530,Alone,Lisa Gardner,Fiction,3.97,41823.0,3.965387362140882
9780872206786,Complete Poems and Major Prose,John Milton;Merritt Yerkes Hughes,Poetry,4.18,898.0,3.965359471063877
9780674637122,The Art of Shakespeare's Sonnets,Helen Vendler,Literary Criticism,4.3,575.0,3.9653093982368124
9780446699075,Robert Ludlum's (TM) The Arctic Event,Robert Ludlum;James H. Cobb,Fiction,4.01,4299.0,3.9652780932224676
9780765345905,Wolfskin,Juliet Marillier,Fiction,4.0,5531.0,3.96525964422578
9780006482079,Warhost of Vastmark,Janny Wurts,Fiction,4.03,2966.0,3.965245244297117
9780805076233,The Second World War,Martin Gilbert,History,4.19,853.0,3.965194589004045
9780671722876,Shakespeare's Sonnets,Helen Hunt;William Shakespeare,Drama,4.25,670.0,3.965053608219554
9780142501184,Castaways of the Flying Dutchman,Brian Jacques,Juvenile Fiction,3.99,7648.0,3.965044512414108
9780449224465,Darker Than Amber,John D. MacDonald,Fiction,4.04,2544.0,3.965024270692429
9780552146739,Nanny Ogg's Cookbook,Terry Pratchett;Stephen Briggs;Paul Kidby;Tina Hannan,Fiction,4.0,5415.0,3.964906401504958
9780142004104,River of Shadows,Rebecca Solnit,Biography & Autobiography,4.14,1081.0,3.9647995836970624
9780440237167,The Coalwood Way,Homer H. Hickam,Biography & Autobiography,4.13,1146.0,3.964789502394362
9780226204055,"History of Religious Ideas, Volume 3",Mircea Eliade,Religion,4.43,406.0,3.9647182802623657
9780939682041,Situationist International Anthology,Ken Knabb,Art,4.25,662.0,3.9647110859800825
9780060850524,Brave New World,Aldous Huxley,Fiction,3.98,12332.0,3.964693712498817
9780143039020,The quiet American,Graham Greene;Robert Stone,Fiction,3.97,35497.0,3.96468407529405
9780099474395,The Talisman Ring,Georgette Heyer,Great Britain,4.0,5332.0,3.96464920906549
9780060906825,DREAM & THE UNDERWOR,James Hillman,Psychology,4.23,709.0,3.9645959871638543
9780553381412,Men Who Hate Women and the Women Who Love Them,Susan Forward;Joan Torres,Family & Relationships,4.09,1499.0,3.9645705168632843
9780441010288,The Lost Years of Merlin,T. A. Barron,Fiction,3.98,12114.0,3.9645094343408824
9780441581054,The 97th Step,Steve Perry,Fiction,4.22,734.0,3.964491204425128
